ID,comp1,GroupContrib,importance,featID
4094_316.2855_5.23,2.931536676109867,Ctns gene knockout_2,-0.05188763670821124,4094
999_197.1288_1.71,2.7948524762372164,Ctns gene knockout_2,-0.04946835259536297,999
4280_330.3012_5.53,2.6772498317067948,Ctns gene knockout_2,-0.04738680835099182,4280
1350_211.1446_2.34,2.6545707932823643,Ctns gene knockout_2,-0.04698539372219039,1350
4668_356.2806_6.16,2.616245854301128,wild type control_2,0.04630704965543234,4668
1589_211.1445_2.45,2.5690468803383943,Ctns gene knockout_2,-0.045471636872117444,1589
1502_186.1128_2.39,2.543262986531989,Ctns gene knockout_2,-0.04501526689876777,1502
302_159.1497_0.34,2.5253988381091745,Ctns gene knockout_2,-0.04469907489918665,302
3553_413.2673_4.57,2.5126692264749524,Ctns gene knockout_2,-0.04447376321562633,3553
1537_235.17_2.41,2.511132955504495,wild type control_2,0.044446571514205675,1537
1531_253.1805_2.41,2.4987828534259298,wild type control_2,0.044227977076965935,1531
4939_345.2414_6.5,2.487672030229216,wild type control_2,0.04403131763816086,4939
3285_304.1762_4.2,2.475729595998366,Ctns gene knockout_2,-0.043819938843608526,3285
235_315.1058_0.3,2.4689238445369774,wild type control_2,0.043699478348526645,235
3552_391.2852_4.56,2.4454810209774056,Ctns gene knockout_2,-0.04328454486937675,3552
4559_388.3432_5.92,2.441915231568233,Ctns gene knockout_2,-0.04322143108098416,4559
3562_392.2887_4.57,2.4398403726900746,Ctns gene knockout_2,-0.0431847064769333,3562
117_151.1444_0.22,2.4174297515267216,Ctns gene knockout_2,-0.042788042782153105,117
427_173.1289_0.47,2.4159638323832566,Ctns gene knockout_2,-0.04276209629457218,427
3555_408.3119_4.57,2.409824521281217,Ctns gene knockout_2,-0.04265343166598426,3555
104_104.1072_0.22,2.3940985456814934,Ctns gene knockout_2,-0.04237508491513158,104
3622_389.2695_4.66,2.362166339125374,Ctns gene knockout_2,-0.04180989098575726,3622
4040_325.2747_5.04,2.3596625819007806,wild type control_2,0.04176557496326503,4040
3273_348.2026_4.18,2.3584720029551547,Ctns gene knockout_2,-0.04174450194435774,3273
525_100.0759_0.57,2.3569765359001855,Ctns gene knockout_2,-0.04171803246441239,525
4684_355.2849_6.16,2.356810514259095,wild type control_2,0.04171509391321882,4684
3371_391.2853_4.34,2.356097475758227,Ctns gene knockout_2,-0.0417024732685605,3371
3977_454.2939_5.11,2.355944653566921,Ctns gene knockout_2,-0.041699768345095596,3977
2100_171.102_2.85,2.3525811348465857,wild type control_2,0.04164023470908678,2100
3554_373.2748_4.57,2.35061103550378,Ctns gene knockout_2,-0.04160536432871199,3554
4214_310.2748_5.37,2.3497554857312446,Ctns gene knockout_2,-0.04159022126188807,4214
4802_509.2885_6.4,2.3460674986855325,Ctns gene knockout_2,-0.041524944598774156,4802
3626_406.2964_4.66,2.345744518352226,Ctns gene knockout_2,-0.04151922790884321,3626
1648_442.2712_2.49,2.3348819792833946,Ctns gene knockout_2,-0.04132696305146465,1648
4770_347.2567_6.32,2.3316776271650514,wild type control_2,0.04127024663377262,4770
3132_426.3224_4.08,2.329575034842272,Ctns gene knockout_2,-0.041233031153073044,3132
4114_438.299_5.26,2.3224131842174627,Ctns gene knockout_2,-0.04110626777112154,4114
1649_464.2532_2.49,2.3195232177644334,Ctns gene knockout_2,-0.04105511591938598,1649
644_220.1186_0.61,2.318391428658714,Ctns gene knockout_2,-0.04103508346936533,644
