ID,comp1,GroupContrib,importance,featID
1249_344.2288_2.12,2.843303346159188,Ctns gene knockout_9,-0.05032592369696151,1249
4244_272.2592_5.41,2.8380013574776597,Ctns gene knockout_9,-0.05023207951456388,4244
4377_298.2749_5.59,2.7472927988764955,Ctns gene knockout_9,-0.04862655543111001,4377
137_189.0472_0.24,2.715830466993861,Ctns gene knockout_9,-0.04806967819330392,137
49_223.9896_0.19,2.674353917950738,Ctns gene knockout_9,-0.047335551233133766,49
1375_184.1448_2.27,2.6528243609956847,Ctns gene knockout_9,-0.046954482205795185,1375
35_169.0462_0.2,2.638967886665364,Ctns gene knockout_9,-0.0467092252687193,35
4631_300.2905_6.05,2.6292746771838105,Ctns gene knockout_9,-0.046537657320682276,4631
23_242.0003_0.2,2.6176673162794883,Ctns gene knockout_9,-0.04633220925972069,23
2934_401.2786_3.76,2.6132681527895123,Ctns gene knockout_9,-0.046254344909993084,2934
3735_359.2802_4.8,2.6118052209971507,Ctns gene knockout_9,-0.04622845129795352,3735
2960_383.3279_3.78,2.5812607663939895,Ctns gene knockout_9,-0.04568782031188569,2960
21_110.0089_0.2,2.5781179670138927,Ctns gene knockout_9,-0.04563219336585081,21
3838_315.2539_4.94,2.577493648738101,Ctns gene knockout_9,-0.04562114305215404,3838
22_151.0356_0.2,2.5623407288274307,Ctns gene knockout_9,-0.045352939277048344,22
3229_423.3226_4.1,2.544526204030709,Ctns gene knockout_9,-0.045037625606128034,3229
43_146.0302_0.2,2.539926878823967,Ctns gene knockout_9,-0.04495621843241768,43
31_128.0195_0.2,2.5250591990695086,Ctns gene knockout_9,-0.04469306335334937,31
3749_337.2363_4.88,2.503345777993871,Ctns gene knockout_9,-0.04430873996635352,3749
3915_337.2363_4.96,2.4863402024061987,Ctns gene knockout_9,-0.04400774454122444,3915
635_187.1445_0.78,2.476497185347791,Ctns gene knockout_9,-0.04383352502781992,635
4922_483.3817_6.58,2.4442006233006826,wild type control_9,0.043261882076162106,4922
4515_510.3932_5.84,2.4341202857089344,Ctns gene knockout_9,-0.043083462034850924,4515
2933_379.2966_3.76,2.415804511904909,Ctns gene knockout_9,-0.04275927635267343,2933
4788_361.236_6.25,2.4136677632692596,wild type control_9,0.04272145631178945,4788
3036_211.1697_3.87,2.4084716541385927,Ctns gene knockout_9,-0.04262948617712751,3036
