ID,comp1,GroupContrib,importance
2931_420.26_3.76,1.9017418130346442,wild type control_2,-0.03366046521324791
2035_227.082_2.88,1.9016991649459407,wild type control_2,-0.03365971035026053
2694_258.1706_3.45,1.8985389299564266,Ctns gene knockout_2,0.03360377479728424
1981_131.0494_2.83,1.8963004808560113,Ctns gene knockout_2,0.03356415467768666
1979_206.0816_2.83,1.8962838217405857,Ctns gene knockout_2,0.03356385981453993
2169_444.2235_2.98,1.8956206884399909,wild type control_2,-0.03355212248235139
307_276.1448_0.36,1.8948315702889078,wild type control_2,-0.03353815524248128
1980_228.0636_2.83,1.89424239569326,Ctns gene knockout_2,0.03352772696518022
1199_264.0542_2.05,1.8937723401906421,Ctns gene knockout_2,0.03351940707297103
2914_226.1443_3.65,1.8931430247135992,wild type control_2,-0.03350826830977091
2750_314.2332_3.54,1.8925931734393668,wild type control_2,-0.03349853604771415
553_158.0816_0.57,1.891649972071523,Ctns gene knockout_2,0.03348184156447053
2739_406.2444_3.52,1.8913248080221443,Ctns gene knockout_2,0.033476086223184084
371_144.0658_0.42,1.8907505159614462,wild type control_2,-0.03346592136389621
670_325.0893_0.82,1.890125386880225,Ctns gene knockout_2,0.03345485669909891
1750_311.0703_2.58,1.889857926195878,Ctns gene knockout_2,0.03345012269630228
666_192.0869_0.82,1.889634537641928,wild type control_2,-0.03344616876175778
2695_226.1443_3.55,1.889272934104806,wild type control_2,-0.03343976844852974
1380_256.0701_2.29,1.887834164624481,wild type control_2,-0.033414302504777324
2479_200.1285_3.12,1.88747636694157,wild type control_2,-0.03340796955443861
639_247.1294_0.77,1.8872789156065353,Ctns gene knockout_2,0.03340447470369247
2058_255.0658_2.9,1.887076166964084,Ctns gene knockout_2,0.03340088609162143
2138_392.2288_2.96,1.885935072082592,Ctns gene knockout_2,0.033380688931155054
2720_363.2175_3.5,1.8858033724255818,wild type control_2,-0.03337835787249451
356_232.1296_0.4,1.8855777200445605,wild type control_2,-0.0333743638686452
1964_240.0749_2.82,1.8854690768788778,wild type control_2,-0.03337244090545743
465_172.0971_0.5,1.8854030742090102,Ctns gene knockout_2,0.033371272670864364
279_182.0815_0.33,1.8845840795082078,wild type control_2,-0.03335677662179648
1084_172.0972_2.06,1.8844995240482376,Ctns gene knockout_2,0.03335528000637823
771_280.0492_1.07,1.8844350471006814,Ctns gene knockout_2,0.03335413877677735
182_175.1193_0.21,1.8842352140594765,wild type control_2,-0.033350601770288965
2590_336.2179_3.37,1.8836951592692457,wild type control_2,-0.033341042904119426
117_151.1444_0.22,1.8835102025218844,wild type control_2,-0.033337769205177836
1028_105.0337_1.78,1.8828495060430785,Ctns gene knockout_2,0.03332607500426742
52_130.0865_0.25,1.8823914610309649,wild type control_2,-0.03331796769543576
2031_316.1398_2.87,1.8810910272986103,Ctns gene knockout_2,0.03329495026788065
1029_180.0659_1.78,1.8809751926899207,Ctns gene knockout_2,0.033292900017531435
547_297.1452_0.62,1.879943940399456,Ctns gene knockout_2,0.03327464704985131
1129_387.1634_2.09,1.8798010031963388,wild type control_2,-0.033272117088780764
1245_289.14_2.11,1.8794160322070017,Ctns gene knockout_2,0.03326530317613191
1903_198.1128_2.73,1.8792456041795795,wild type control_2,-0.03326228663274569
