rowname,sum_importance,featID
1000_206.0452_1.67,0.12240318444588609,1000
1001_152.0709_1.7,0.16417323976749423,1001
1002_207.1022_1.69,0.13955317365068423,1002
1004_216.1236_1.81,0.23155627591205416,1004
1007_236.0894_1.64,0.14084725546686044,1007
1008_326.0876_1.78,0.1412918217889521,1008
100_156.0771_0.22,0.17286084279038902,100
1011_198.1128_1.84,0.1415210204617808,1011
1012_245.1866_1.8,0.16744537044327257,1012
1015_336.229_1.75,0.11352197262825188,1015
1016_211.1083_1.7,0.07662447241691306,1016
1017_210.1131_1.78,0.10464046002376559,1017
1018_309.193_1.79,0.12850226496486988,1018
1019_131.107_1.77,0.10302001438821712,1019
1020_493.2824_1.76,0.15363729450270946,1020
1021_282.0836_1.64,0.11705557969318811,1021
1022_181.0692_1.78,0.2281096915264572,1022
1023_166.1442_1.77,0.13555401263276218,1023
1025_247.1082_1.72,0.15675182951638886,1025
1027_202.0477_1.78,0.24353064176729622,1027
1028_105.0337_1.78,0.26005533684594484,1028
1029_180.0659_1.78,0.26412533390519544,1029
1031_190.1443_1.8,0.12045918346047595,1031
1033_141.0913_1.8,0.1404444237584911,1033
1035_246.1707_1.8,0.11233525772900452,1035
1037_229.1052_1.78,0.16400173748207345,1037
1038_278.1141_1.79,0.1527253387259644,1038
1039_201.1601_1.69,0.18260019056660473,1039
1040_192.0659_1.82,0.17956451102008888,1040
1042_330.251_1.81,0.1660999588590725,1042
1043_118.0653_1.79,0.14810921967036975,1043
1044_190.0502_1.75,0.08950694344441255,1044
1045_123.0807_1.87,0.10695174596653348,1045
1046_366.1554_1.76,0.21781628711974674,1046
1047_187.0969_1.83,0.1405461518873827,1047
1048_227.0896_1.83,0.14981416348033547,1048
1049_205.1075_1.83,0.13188838318043802,1049
104_104.1072_0.22,0.27066792766091685,104
1050_208.0609_1.94,0.23141128627714821,1050
1051_193.1705_1.84,0.1446218383533377,1051
1052_265.0691_1.83,0.14921791295026113,1052
1053_254.148_1.83,0.15283484607401931,1053
1055_251.0898_1.88,0.08276967126980626,1055
1056_149.1176_1.79,0.11351985680385858,1056
1057_321.0637_1.83,0.12241719040733913,1057
1058_136.076_1.85,0.12696539518716377,1058
1060_202.1443_1.94,0.1278219497780037,1060
1061_276.1346_1.87,0.23061797105889537,1061
1063_324.2179_1.94,0.08361617504102187,1063
1064_264.0542_2.0,0.17261584806742358,1064
1065_283.1758_1.87,0.2546443274580003,1065
1066_167.0707_1.89,0.11401732668662376,1066
1067_134.0603_1.69,0.30372560724739045,1067
1068_589.008_1.87,0.13748295773484034,1068
1069_343.2714_1.79,0.12250418163884465,1069
1070_390.6992_1.86,0.1450697115000051,1070
1071_780.3907_1.86,0.1295013150713751,1071
1072_261.1815_1.83,0.1422236049191051,1072
1073_300.2025_1.88,0.2661534609791247,1073
1074_588.6737_1.87,0.13974736900997753,1074
1076_265.1553_1.93,0.1839127330751525,1076
1077_327.1407_1.9,0.23247533595574674,1077
1078_186.0918_1.88,0.16853206190742817,1078
1079_322.0855_1.91,0.15472748802182287,1079
1080_259.1658_1.87,0.20639742237166464,1080
1082_250.1112_1.87,0.19379651773278359,1082
1083_216.1236_1.91,0.2723027986819888,1083
1084_172.0972_2.06,0.28250960070507297,1084
1085_250.1094_1.88,0.15744571334788443,1085
1086_175.0791_1.91,0.24780861256847314,1086
1087_272.0933_1.88,0.15966126737568606,1087
1089_271.166_1.98,0.13388523514628956,1089
1090_336.1296_1.89,0.16030750177746791,1090
1091_229.1806_1.84,0.10808000970474736,1091
1094_277.0277_1.92,0.19325532009594493,1094
1095_262.1114_1.94,0.11058200715415714,1095
1097_192.1056_1.91,0.2624841509462459,1097
1098_381.7223_1.87,0.1689523279744146,1098
1099_263.1396_1.99,0.19277298942299056,1099
109_140.0684_0.22,0.15541996136169042,109
1100_317.0937_1.91,0.2641615362914755,1100
1102_295.1118_1.92,0.3035051983327534,1102
1104_314.1816_1.92,0.20703051263026012,1104
1105_360.1297_1.92,0.29252689333590537,1105
1110_319.1524_1.96,0.14035704184658954,1110
1113_238.1055_1.92,0.1984665965671266,1113
1114_253.1652_1.95,0.07056228920075193,1114
1115_339.2038_1.95,0.14104349746437925,1115
1116_270.1918_1.95,0.18336260896778786,1116
1119_238.1115_1.96,0.09298593145742926,1119
111_260.0748_0.22,0.1327881277016893,111
1120_211.1446_2.03,0.14105412798715264,1120
1121_190.0502_1.87,0.13332884272651951,1121
1122_162.0553_1.92,0.18912498897034222,1122
1123_167.0707_1.94,0.08772298051500026,1123
1124_346.1504_1.94,0.18644091146614616,1124
1125_237.0735_1.94,0.14528928654609666,1125
1126_422.7192_1.98,0.09863728931830919,1126
1127_230.0431_1.94,0.18109426647638838,1127
1129_387.1634_2.09,0.3040250881541066,1129
1130_265.1191_1.96,0.23760727589793162,1130
1131_209.0644_1.95,0.1704095076327437,1131
1132_295.166_1.96,0.21305634467732726,1132
1133_431.2144_1.98,0.11424710527699702,1133
1134_392.1923_2.0,0.1600836306521019,1134
1136_350.0854_1.97,0.23743368843387863,1136
1137_256.0273_1.99,0.17121474605154757,1137
1138_245.1615_1.97,0.1365280620481735,1138
1139_139.0756_1.97,0.14711166912531534,1139
1140_296.1162_1.92,0.1559446170368752,1140
1141_220.1186_1.97,0.0721947755337189,1141
1142_203.0918_1.97,0.1509728049040205,1142
1143_148.0395_2.01,0.21556223300963503,1143
1144_205.0452_1.99,0.13901069050122944,1144
1146_245.1866_2.04,0.14130485558837966,1146
1147_324.2179_1.98,0.1324396895184212,1147
114_156.0424_0.22,0.25871470510989114,114
1151_369.1164_2.0,0.17354630944857033,1151
1153_415.7306_1.99,0.1774722895395416,1153
1154_180.1024_1.95,0.13894989172846028,1154
1155_202.0843_1.98,0.1499978576754567,1155
1156_254.1028_1.99,0.26364159401640813,1156
1157_185.0812_2.0,0.2321923912748277,1157
1159_347.1345_2.01,0.1922015283559016,1159
115_238.0935_0.29,0.15381485193899064,115
1160_358.148_2.0,0.15512246829209012,1160
1163_310.148_2.0,0.11557656254610757,1163
1164_413.1424_2.0,0.25109738216386185,1164
1165_195.1132_2.03,0.1468626193324523,1165
1166_348.1297_2.05,0.1569353652784407,1166
1167_316.1761_2.0,0.2116554469691966,1167
1168_241.0504_2.0,0.2397850308311981,1168
1169_240.1228_2.01,0.19876387796342018,1169
116_220.0822_0.24,0.15640361166242575,116
1170_273.1239_2.0,0.20664125342991466,1170
1172_223.1546_2.01,0.12747382769273197,1172
1173_186.1128_2.01,0.14151049089252848,1173
1174_407.24_2.01,0.11655592778655992,1174
1175_203.1182_2.05,0.12774089693360063,1175
1176_195.0881_2.03,0.10373005677704397,1176
1177_410.1059_2.02,0.2418875589602612,1177
1178_463.1587_2.02,0.11114145584885529,1178
1179_457.1116_2.05,0.13665116289311188,1179
117_151.1444_0.22,0.2909315466726523,117
1180_214.1078_2.03,0.20541259427914818,1180
1181_200.1284_2.14,0.2479600094162585,1181
1182_267.1443_1.99,0.14405513679777088,1182
1183_263.1396_2.16,0.14774085623486105,1183
1184_245.1866_2.13,0.19962181146116503,1184
1185_307.1773_2.03,0.16637060909084625,1185
1186_225.0739_1.98,0.0954892180748287,1186
1187_497.3135_2.04,0.14820938716174964,1187
1188_199.0981_2.04,0.2207082095905668,1188
1189_346.2231_2.05,0.18719172416350532,1189
1190_269.0096_2.05,0.19959269226538018,1190
1191_605.8627_2.06,0.1525093136665164,1191
1192_269.0994_2.05,0.2325796829293337,1192
1194_327.1413_1.98,0.17113311541538515,1194
1195_232.1185_2.02,0.20216255826557702,1195
1196_349.0905_2.05,0.11315114398639085,1196
1197_198.1128_1.94,0.2956521316456773,1197
1199_264.0542_2.05,0.25582212040854896,1199
119_203.053_0.22,0.12989756997338303,119
1200_271.166_2.04,0.08072491822929895,1200
1201_134.0272_2.05,0.24934541925078021,1201
1202_246.0234_2.05,0.2329873051830806,1202
1204_224.0415_2.05,0.24723096191392385,1204
1205_176.0379_2.05,0.24623182096642146,1205
1206_219.1135_2.04,0.14775831537170483,1206
1207_479.2614_2.08,0.11734796735435912,1207
1208_435.1294_2.04,0.20902209462391969,1208
1212_308.1976_2.05,0.14934758582381077,1212
1213_256.1914_2.06,0.13908468418882688,1213
1214_336.2289_2.0,0.12808614387697528,1214
1216_351.1057_2.02,0.17556523581370492,1216
1217_234.1494_2.08,0.15980063330293776,1217
1218_310.1655_2.07,0.23605028737841324,1218
1219_569.2931_2.02,0.1674305453113259,1219
121_136.0485_0.22,0.12155336630461552,121
1220_215.1261_2.09,0.10296535715511491,1220
1223_302.2084_2.09,0.12143912627481242,1223
1224_218.1393_2.12,0.2213702124955346,1224
1227_181.0975_2.09,0.23262883563528594,1227
1228_496.2038_2.08,0.09221002028176004,1228
1229_501.1591_2.08,0.15267937680416102,1229
