ID,comp1,GroupContrib,importance,featID
633_195.0768_0.77,2.7488638788526885,Ctns gene knockout_9,-0.04865436324525356,633
2695_226.1443_3.55,2.7240508378344903,Ctns gene knockout_9,-0.048215177179982596,2695
770_250.0385_1.03,2.7168292058720116,wild type control_9,0.04808735567982427,770
2914_226.1443_3.65,2.71681593174919,Ctns gene knockout_9,-0.04808712073039716,2914
1080_259.1658_1.87,2.7167456657623936,wild type control_9,0.04808587703591245,1080
3599_229.1441_4.62,2.7053332043191185,wild type control_9,0.04788387865801702,3599
680_270.1932_0.84,2.681314009262275,wild type control_9,0.04745874351395088,680
762_254.9939_1.02,2.6363578004866435,wild type control_9,0.04666302724413982,762
2725_486.2344_3.51,2.6255054742368475,wild type control_9,0.04647094315169871,2725
823_174.1129_1.14,2.617223948246417,wild type control_9,0.04632436173060208,823
2491_226.1443_3.36,2.602371458173208,Ctns gene knockout_9,-0.046061475505977514,2491
1372_298.0917_2.27,2.579446380897833,wild type control_9,0.04565570603672058,1372
520_178.09_0.58,2.5538377639554617,wild type control_9,0.045202438430234824,520
1173_186.1128_2.01,2.5497429227919457,wild type control_9,0.04512996052729681,1173
2112_351.2178_2.97,2.511361853366492,wild type control_9,0.04445062296244557,2112
555_173.1653_0.54,2.5110415903191723,wild type control_9,0.04444495436795524,555
3535_191.1434_4.54,2.5016455696692614,Ctns gene knockout_9,-0.04427864660521819,3535
2479_200.1285_3.12,2.489578004393302,Ctns gene knockout_9,-0.04406505301517568,2479
2169_444.2235_2.98,2.4831748702071517,Ctns gene knockout_9,-0.04395171876861739,2169
631_120.0446_0.77,2.480788839889582,Ctns gene knockout_9,-0.04390948648979182,631
643_194.085_0.81,2.4764526062754846,wild type control_9,0.04383273598679325,643
2478_400.2709_3.34,2.470614060966641,wild type control_9,0.04372939485503851,2478
1964_240.0749_2.82,2.468467532569827,wild type control_9,0.04369140171425832,1964
1936_202.1805_2.78,2.4638829274750327,Ctns gene knockout_9,-0.04361025508370517,1936
597_279.1346_0.69,2.4627012277097817,Ctns gene knockout_9,-0.04358933922458691,597
516_227.1031_0.57,2.4504453249071716,Ctns gene knockout_9,-0.043372412096458035,516
2160_286.2018_3.0,2.4353654148852226,Ctns gene knockout_9,-0.04310550058237467,2160
1771_490.3233_2.61,2.433422013500829,wild type control_9,0.04307110275074138,1771
1311_263.1396_2.21,2.4176434326771665,Ctns gene knockout_9,-0.04279182489751807,1311
679_198.1128_0.84,2.4121964537996026,Ctns gene knockout_9,-0.04269541441646914,679
796_199.0944_1.18,2.395379146120116,wild type control_9,0.042397751297192955,796
1530_302.1241_2.41,2.3939409485513132,Ctns gene knockout_9,-0.042372295476164744,1530
1318_495.2978_2.23,2.384564581742258,Ctns gene knockout_9,-0.04220633558263996,1318
1529_167.107_2.41,2.347946116109006,wild type control_9,0.04155819576672893,1529
2720_363.2175_3.5,2.346569563338318,Ctns gene knockout_9,-0.04153383104679988,2720
225_139.0505_0.3,2.3433017871411996,Ctns gene knockout_9,-0.04147599203508238,225
1850_304.2489_2.7,2.3427803593572483,Ctns gene knockout_9,-0.04146676286335012,1850
2034_444.1874_2.88,2.334693759412323,wild type control_9,0.041323631595859465,2034
1343_330.1916_2.25,2.3332640567403535,Ctns gene knockout_9,-0.041298326132875346,1343
