ID,comp1,GroupContrib,importance
1636_269.1754_2.43,2.1676456380171714,wild type control_6,-0.0383669118978331
1663_333.1343_2.49,2.1104265382513727,wild type control_6,-0.03735414481031419
4115_544.3387_5.28,2.0931097405869052,wild type control_6,-0.03704764081413843
2893_333.2645_3.71,2.0907329500451723,wild type control_6,-0.037005572077572386
1531_253.1805_2.41,2.0890718900748393,wild type control_6,-0.036976171634796565
686_231.1709_0.85,2.0726611804628297,wild type control_6,-0.03668570522330283
1537_235.17_2.41,2.057808464773879,wild type control_6,-0.03642281500532292
467_127.0504_0.51,2.048231460595793,wild type control_6,-0.03625330386886156
1550_271.1912_2.42,2.047191385908751,wild type control_6,-0.036234894746454714
1686_229.1441_2.52,2.033905544043064,wild type control_6,-0.03599973789451851
1538_223.1699_2.41,2.024874183409542,wild type control_6,-0.0358398845441061
3769_483.3457_4.82,2.0100591413413285,wild type control_6,-0.035577661141985
2125_313.1629_2.89,2.008119801632293,Ctns gene knockout_6,0.03554333520122625
328_291.0708_0.36,2.006231377148509,wild type control_6,-0.03550991045018561
431_231.1458_0.48,1.9982654403478675,wild type control_6,-0.03536891489719777
1541_311.1837_2.41,1.990308957311985,wild type control_6,-0.035228086674032315
322_160.0972_0.42,1.9861391892573126,wild type control_6,-0.03515428257949666
2103_334.166_2.93,1.9834885696763764,wild type control_6,-0.0351073671214749
1455_211.1333_2.51,1.958061690830478,wild type control_6,-0.03465731624442756
477_182.0794_0.51,1.9562655892788168,wild type control_6,-0.03462552559157197
809_270.1554_1.14,1.953703338690506,Ctns gene knockout_6,0.03458017424776477
257_137.0461_0.31,1.9436768317622055,wild type control_6,-0.0344027069988684
2044_320.1868_2.88,1.9324112240970563,wild type control_6,-0.03420330790466973
590_231.1709_0.78,1.9208415076473264,wild type control_6,-0.03399852614333177
3918_351.254_5.01,1.919999386444171,wild type control_6,-0.0339836207596094
2909_274.1841_3.71,1.907204174905849,Ctns gene knockout_6,0.033757147970332836
2980_839.5663_3.91,1.900931342821846,Ctns gene knockout_6,0.03364612004598216
1438_192.0659_2.33,1.8963776179667058,wild type control_6,-0.03356551998974605
3870_520.3411_4.97,1.8921029082091319,wild type control_6,-0.03348985844720367
4684_355.2849_6.16,1.8814284137689412,wild type control_6,-0.033300921943672894
1549_193.1228_2.4,1.8754275619066314,wild type control_6,-0.03319470801706273
1441_146.0603_2.34,1.866821323495391,wild type control_6,-0.03304237924841868
1925_234.1495_2.77,1.8647797515174078,wild type control_6,-0.03300624381611434
1146_245.1866_2.04,1.864286824376518,wild type control_6,-0.032997519100296
4501_425.3425_5.78,1.8506096731714894,wild type control_6,-0.03275543614813197
1208_435.1294_2.04,1.850384530103916,wild type control_6,-0.03275145115903297
3473_409.2572_4.4,1.8478457401904425,wild type control_6,-0.03270651506466911
1445_174.0554_2.34,1.8396275828608513,wild type control_6,-0.032561055256711116
715_244.2027_0.88,1.8317731945078237,Ctns gene knockout_6,0.03242203408984381
357_196.0643_0.4,1.8302312621641077,wild type control_6,-0.0323947421832027
413_226.1192_0.46,1.8280331170949147,wild type control_6,-0.032355835437224825
1632_248.1863_2.45,1.8233342723787151,wild type control_6,-0.03227266678729137
2617_462.177_3.38,1.8185831152405092,Ctns gene knockout_6,0.03218857221752532
405_248.1014_0.47,1.817319007246971,wild type control_6,-0.032166197748577624
5082_140.0685_6.92,1.8135913623792848,wild type control_6,-0.032100219149623715
878_190.0502_1.4,1.8126333682124083,wild type control_6,-0.03208326283667544
4851_282.2799_6.53,1.8079086840297285,wild type control_6,-0.03199963683314297
3868_542.323_4.97,1.8058248572793487,wild type control_6,-0.03196275349947442
1631_135.1171_2.47,1.805650874694339,wild type control_6,-0.031959674041100894
